"y","llm","topic","quiz","item","quiz_id"
0,"grok-4-0709","General Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p01-006","ABMS20260101_deepseek-v3.2_p01"
1,"grok-4-0709","Ophthalmology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p01-007","ABMS20260101_deepseek-v3.2_p01"
1,"grok-4-0709","Orthopedic Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p01-008","ABMS20260101_deepseek-v3.2_p01"
1,"grok-4-0709","Critical Care Medicine","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p01-009","ABMS20260101_deepseek-v3.2_p01"
1,"grok-4-0709","Neurology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p01-010","ABMS20260101_deepseek-v3.2_p01"
1,"grok-4-1-fast-reasoning","Pediatrics","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p01-001","ABMS20260101_deepseek-v3.2_p01"
0,"grok-4-1-fast-reasoning","Emergency Medicine","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p01-002","ABMS20260101_deepseek-v3.2_p01"
1,"grok-4-1-fast-reasoning","Obstetrics and Gynecology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p01-003","ABMS20260101_deepseek-v3.2_p01"
1,"grok-4-1-fast-reasoning","Anesthesiology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p01-004","ABMS20260101_deepseek-v3.2_p01"
0,"grok-4-1-fast-reasoning","Psychiatry","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p01-005","ABMS20260101_deepseek-v3.2_p01"
0,"grok-4-1-fast-reasoning","General Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p01-006","ABMS20260101_deepseek-v3.2_p01"
1,"grok-4-1-fast-reasoning","Ophthalmology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p01-007","ABMS20260101_deepseek-v3.2_p01"
1,"grok-4-1-fast-reasoning","Orthopedic Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p01-008","ABMS20260101_deepseek-v3.2_p01"
1,"grok-4-1-fast-reasoning","Critical Care Medicine","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p01-009","ABMS20260101_deepseek-v3.2_p01"
1,"grok-4-1-fast-reasoning","Neurology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p01-010","ABMS20260101_deepseek-v3.2_p01"
1,"kimi-k2-thinking","Pediatrics","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p01-001","ABMS20260101_deepseek-v3.2_p01"
1,"kimi-k2-thinking","Emergency Medicine","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p01-002","ABMS20260101_deepseek-v3.2_p01"
0,"kimi-k2-thinking","Obstetrics and Gynecology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p01-003","ABMS20260101_deepseek-v3.2_p01"
1,"kimi-k2-thinking","Anesthesiology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p01-004","ABMS20260101_deepseek-v3.2_p01"
1,"kimi-k2-thinking","Psychiatry","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p01-005","ABMS20260101_deepseek-v3.2_p01"
1,"kimi-k2-thinking","General Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p01-006","ABMS20260101_deepseek-v3.2_p01"
1,"kimi-k2-thinking","Ophthalmology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p01-007","ABMS20260101_deepseek-v3.2_p01"
1,"kimi-k2-thinking","Orthopedic Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p01-008","ABMS20260101_deepseek-v3.2_p01"
1,"kimi-k2-thinking","Critical Care Medicine","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p01-009","ABMS20260101_deepseek-v3.2_p01"
1,"kimi-k2-thinking","Neurology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p01-010","ABMS20260101_deepseek-v3.2_p01"
1,"claude-haiku-4-5-20251001","Dermatology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-001","ABMS20260101_deepseek-v3.2_p02"
1,"claude-haiku-4-5-20251001","Urology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-002","ABMS20260101_deepseek-v3.2_p02"
1,"claude-haiku-4-5-20251001","Otolaryngology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-003","ABMS20260101_deepseek-v3.2_p02"
1,"claude-haiku-4-5-20251001","Physical Medicine and Rehabilitation","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-004","ABMS20260101_deepseek-v3.2_p02"
1,"claude-haiku-4-5-20251001","Plastic Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-005","ABMS20260101_deepseek-v3.2_p02"
0,"claude-haiku-4-5-20251001","Neurological Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-006","ABMS20260101_deepseek-v3.2_p02"
1,"claude-haiku-4-5-20251001","Radiation Oncology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-007","ABMS20260101_deepseek-v3.2_p02"
0,"claude-haiku-4-5-20251001","Thoracic Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-008","ABMS20260101_deepseek-v3.2_p02"
1,"claude-haiku-4-5-20251001","Vascular Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-009","ABMS20260101_deepseek-v3.2_p02"
1,"claude-haiku-4-5-20251001","Cardiovascular","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-010","ABMS20260101_deepseek-v3.2_p02"
1,"claude-opus-4-5-20251101","Dermatology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-001","ABMS20260101_deepseek-v3.2_p02"
1,"claude-opus-4-5-20251101","Urology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-002","ABMS20260101_deepseek-v3.2_p02"
1,"claude-opus-4-5-20251101","Otolaryngology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-003","ABMS20260101_deepseek-v3.2_p02"
1,"claude-opus-4-5-20251101","Physical Medicine and Rehabilitation","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-004","ABMS20260101_deepseek-v3.2_p02"
1,"claude-opus-4-5-20251101","Plastic Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-005","ABMS20260101_deepseek-v3.2_p02"
0,"claude-opus-4-5-20251101","Neurological Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-006","ABMS20260101_deepseek-v3.2_p02"
1,"claude-opus-4-5-20251101","Radiation Oncology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-007","ABMS20260101_deepseek-v3.2_p02"
0,"claude-opus-4-5-20251101","Thoracic Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-008","ABMS20260101_deepseek-v3.2_p02"
1,"claude-opus-4-5-20251101","Vascular Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-009","ABMS20260101_deepseek-v3.2_p02"
1,"claude-opus-4-5-20251101","Cardiovascular","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-010","ABMS20260101_deepseek-v3.2_p02"
1,"deepseek-v3.2","Dermatology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-001","ABMS20260101_deepseek-v3.2_p02"
1,"deepseek-v3.2","Urology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-002","ABMS20260101_deepseek-v3.2_p02"
1,"deepseek-v3.2","Otolaryngology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-003","ABMS20260101_deepseek-v3.2_p02"
0,"deepseek-v3.2","Physical Medicine and Rehabilitation","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-004","ABMS20260101_deepseek-v3.2_p02"
1,"deepseek-v3.2","Plastic Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-005","ABMS20260101_deepseek-v3.2_p02"
0,"deepseek-v3.2","Neurological Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-006","ABMS20260101_deepseek-v3.2_p02"
1,"deepseek-v3.2","Radiation Oncology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-007","ABMS20260101_deepseek-v3.2_p02"
0,"deepseek-v3.2","Thoracic Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-008","ABMS20260101_deepseek-v3.2_p02"
1,"deepseek-v3.2","Vascular Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-009","ABMS20260101_deepseek-v3.2_p02"
1,"deepseek-v3.2","Cardiovascular","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-010","ABMS20260101_deepseek-v3.2_p02"
1,"gemini-2.5-flash-lite","Dermatology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-001","ABMS20260101_deepseek-v3.2_p02"
1,"gemini-2.5-flash-lite","Urology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-002","ABMS20260101_deepseek-v3.2_p02"
1,"gemini-2.5-flash-lite","Otolaryngology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-003","ABMS20260101_deepseek-v3.2_p02"
0,"gemini-2.5-flash-lite","Physical Medicine and Rehabilitation","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-004","ABMS20260101_deepseek-v3.2_p02"
0,"gemini-2.5-flash-lite","Plastic Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-005","ABMS20260101_deepseek-v3.2_p02"
0,"gemini-2.5-flash-lite","Neurological Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-006","ABMS20260101_deepseek-v3.2_p02"
1,"gemini-2.5-flash-lite","Radiation Oncology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-007","ABMS20260101_deepseek-v3.2_p02"
0,"gemini-2.5-flash-lite","Thoracic Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-008","ABMS20260101_deepseek-v3.2_p02"
1,"gemini-2.5-flash-lite","Vascular Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-009","ABMS20260101_deepseek-v3.2_p02"
1,"gemini-2.5-flash-lite","Cardiovascular","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-010","ABMS20260101_deepseek-v3.2_p02"
1,"gemini-3-pro-preview","Dermatology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-001","ABMS20260101_deepseek-v3.2_p02"
1,"gemini-3-pro-preview","Urology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-002","ABMS20260101_deepseek-v3.2_p02"
1,"gemini-3-pro-preview","Otolaryngology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-003","ABMS20260101_deepseek-v3.2_p02"
0,"gemini-3-pro-preview","Physical Medicine and Rehabilitation","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-004","ABMS20260101_deepseek-v3.2_p02"
1,"gemini-3-pro-preview","Plastic Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-005","ABMS20260101_deepseek-v3.2_p02"
1,"gemini-3-pro-preview","Neurological Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-006","ABMS20260101_deepseek-v3.2_p02"
1,"gemini-3-pro-preview","Radiation Oncology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-007","ABMS20260101_deepseek-v3.2_p02"
0,"gemini-3-pro-preview","Thoracic Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-008","ABMS20260101_deepseek-v3.2_p02"
0,"gemini-3-pro-preview","Vascular Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-009","ABMS20260101_deepseek-v3.2_p02"
1,"gemini-3-pro-preview","Cardiovascular","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-010","ABMS20260101_deepseek-v3.2_p02"
1,"gpt-5-nano-2025-08-07","Dermatology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-001","ABMS20260101_deepseek-v3.2_p02"
1,"gpt-5-nano-2025-08-07","Urology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-002","ABMS20260101_deepseek-v3.2_p02"
1,"gpt-5-nano-2025-08-07","Otolaryngology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-003","ABMS20260101_deepseek-v3.2_p02"
1,"gpt-5-nano-2025-08-07","Physical Medicine and Rehabilitation","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-004","ABMS20260101_deepseek-v3.2_p02"
0,"gpt-5-nano-2025-08-07","Plastic Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-005","ABMS20260101_deepseek-v3.2_p02"
1,"gpt-5-nano-2025-08-07","Neurological Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-006","ABMS20260101_deepseek-v3.2_p02"
1,"gpt-5-nano-2025-08-07","Radiation Oncology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-007","ABMS20260101_deepseek-v3.2_p02"
0,"gpt-5-nano-2025-08-07","Thoracic Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-008","ABMS20260101_deepseek-v3.2_p02"
1,"gpt-5-nano-2025-08-07","Vascular Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-009","ABMS20260101_deepseek-v3.2_p02"
1,"gpt-5-nano-2025-08-07","Cardiovascular","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-010","ABMS20260101_deepseek-v3.2_p02"
1,"gpt-5.1-2025-11-13","Dermatology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-001","ABMS20260101_deepseek-v3.2_p02"
1,"gpt-5.1-2025-11-13","Urology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-002","ABMS20260101_deepseek-v3.2_p02"
1,"gpt-5.1-2025-11-13","Otolaryngology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-003","ABMS20260101_deepseek-v3.2_p02"
1,"gpt-5.1-2025-11-13","Physical Medicine and Rehabilitation","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-004","ABMS20260101_deepseek-v3.2_p02"
1,"gpt-5.1-2025-11-13","Plastic Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-005","ABMS20260101_deepseek-v3.2_p02"
1,"gpt-5.1-2025-11-13","Neurological Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-006","ABMS20260101_deepseek-v3.2_p02"
1,"gpt-5.1-2025-11-13","Radiation Oncology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-007","ABMS20260101_deepseek-v3.2_p02"
0,"gpt-5.1-2025-11-13","Thoracic Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-008","ABMS20260101_deepseek-v3.2_p02"
1,"gpt-5.1-2025-11-13","Vascular Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-009","ABMS20260101_deepseek-v3.2_p02"
1,"gpt-5.1-2025-11-13","Cardiovascular","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-010","ABMS20260101_deepseek-v3.2_p02"
1,"grok-4-0709","Dermatology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-001","ABMS20260101_deepseek-v3.2_p02"
1,"grok-4-0709","Urology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-002","ABMS20260101_deepseek-v3.2_p02"
1,"grok-4-0709","Otolaryngology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-003","ABMS20260101_deepseek-v3.2_p02"
1,"grok-4-0709","Physical Medicine and Rehabilitation","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-004","ABMS20260101_deepseek-v3.2_p02"
1,"grok-4-0709","Plastic Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-005","ABMS20260101_deepseek-v3.2_p02"
0,"grok-4-0709","Neurological Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-006","ABMS20260101_deepseek-v3.2_p02"
1,"grok-4-0709","Radiation Oncology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-007","ABMS20260101_deepseek-v3.2_p02"
0,"grok-4-0709","Thoracic Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-008","ABMS20260101_deepseek-v3.2_p02"
1,"grok-4-0709","Vascular Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-009","ABMS20260101_deepseek-v3.2_p02"
1,"grok-4-0709","Cardiovascular","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-010","ABMS20260101_deepseek-v3.2_p02"
1,"grok-4-1-fast-reasoning","Dermatology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-001","ABMS20260101_deepseek-v3.2_p02"
1,"grok-4-1-fast-reasoning","Urology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-002","ABMS20260101_deepseek-v3.2_p02"
1,"grok-4-1-fast-reasoning","Otolaryngology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-003","ABMS20260101_deepseek-v3.2_p02"
1,"grok-4-1-fast-reasoning","Physical Medicine and Rehabilitation","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-004","ABMS20260101_deepseek-v3.2_p02"
1,"grok-4-1-fast-reasoning","Plastic Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-005","ABMS20260101_deepseek-v3.2_p02"
0,"grok-4-1-fast-reasoning","Neurological Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-006","ABMS20260101_deepseek-v3.2_p02"
1,"grok-4-1-fast-reasoning","Radiation Oncology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-007","ABMS20260101_deepseek-v3.2_p02"
0,"grok-4-1-fast-reasoning","Thoracic Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-008","ABMS20260101_deepseek-v3.2_p02"
1,"grok-4-1-fast-reasoning","Vascular Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-009","ABMS20260101_deepseek-v3.2_p02"
1,"grok-4-1-fast-reasoning","Cardiovascular","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-010","ABMS20260101_deepseek-v3.2_p02"
1,"kimi-k2-thinking","Dermatology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-001","ABMS20260101_deepseek-v3.2_p02"
1,"kimi-k2-thinking","Urology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-002","ABMS20260101_deepseek-v3.2_p02"
1,"kimi-k2-thinking","Otolaryngology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-003","ABMS20260101_deepseek-v3.2_p02"
1,"kimi-k2-thinking","Physical Medicine and Rehabilitation","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-004","ABMS20260101_deepseek-v3.2_p02"
1,"kimi-k2-thinking","Plastic Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-005","ABMS20260101_deepseek-v3.2_p02"
1,"kimi-k2-thinking","Neurological Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-006","ABMS20260101_deepseek-v3.2_p02"
1,"kimi-k2-thinking","Radiation Oncology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-007","ABMS20260101_deepseek-v3.2_p02"
0,"kimi-k2-thinking","Thoracic Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-008","ABMS20260101_deepseek-v3.2_p02"
1,"kimi-k2-thinking","Vascular Surgery","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-009","ABMS20260101_deepseek-v3.2_p02"
1,"kimi-k2-thinking","Cardiovascular","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p02-010","ABMS20260101_deepseek-v3.2_p02"
1,"claude-haiku-4-5-20251001","Endocrine","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-001","ABMS20260101_deepseek-v3.2_p03"
1,"claude-haiku-4-5-20251001","Gastrointestinal","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-002","ABMS20260101_deepseek-v3.2_p03"
0,"claude-haiku-4-5-20251001","Pulmonary","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-003","ABMS20260101_deepseek-v3.2_p03"
1,"claude-haiku-4-5-20251001","Nephrology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-004","ABMS20260101_deepseek-v3.2_p03"
0,"claude-haiku-4-5-20251001","Hematology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-005","ABMS20260101_deepseek-v3.2_p03"
1,"claude-haiku-4-5-20251001","Immunology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-006","ABMS20260101_deepseek-v3.2_p03"
1,"claude-haiku-4-5-20251001","Rheumatology/Musculoskeletal","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-007","ABMS20260101_deepseek-v3.2_p03"
1,"claude-haiku-4-5-20251001","Infectious Disease","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-008","ABMS20260101_deepseek-v3.2_p03"
1,"claude-haiku-4-5-20251001","Medical Oncology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-009","ABMS20260101_deepseek-v3.2_p03"
1,"claude-haiku-4-5-20251001","Allergy/Immunology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-010","ABMS20260101_deepseek-v3.2_p03"
1,"claude-opus-4-5-20251101","Endocrine","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-001","ABMS20260101_deepseek-v3.2_p03"
1,"claude-opus-4-5-20251101","Gastrointestinal","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-002","ABMS20260101_deepseek-v3.2_p03"
0,"claude-opus-4-5-20251101","Pulmonary","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-003","ABMS20260101_deepseek-v3.2_p03"
1,"claude-opus-4-5-20251101","Nephrology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-004","ABMS20260101_deepseek-v3.2_p03"
1,"claude-opus-4-5-20251101","Hematology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-005","ABMS20260101_deepseek-v3.2_p03"
1,"claude-opus-4-5-20251101","Immunology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-006","ABMS20260101_deepseek-v3.2_p03"
1,"claude-opus-4-5-20251101","Rheumatology/Musculoskeletal","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-007","ABMS20260101_deepseek-v3.2_p03"
1,"claude-opus-4-5-20251101","Infectious Disease","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-008","ABMS20260101_deepseek-v3.2_p03"
1,"claude-opus-4-5-20251101","Medical Oncology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-009","ABMS20260101_deepseek-v3.2_p03"
1,"claude-opus-4-5-20251101","Allergy/Immunology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-010","ABMS20260101_deepseek-v3.2_p03"
1,"deepseek-v3.2","Endocrine","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-001","ABMS20260101_deepseek-v3.2_p03"
1,"deepseek-v3.2","Gastrointestinal","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-002","ABMS20260101_deepseek-v3.2_p03"
0,"deepseek-v3.2","Pulmonary","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-003","ABMS20260101_deepseek-v3.2_p03"
1,"deepseek-v3.2","Nephrology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-004","ABMS20260101_deepseek-v3.2_p03"
1,"deepseek-v3.2","Hematology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-005","ABMS20260101_deepseek-v3.2_p03"
1,"deepseek-v3.2","Immunology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-006","ABMS20260101_deepseek-v3.2_p03"
1,"deepseek-v3.2","Rheumatology/Musculoskeletal","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-007","ABMS20260101_deepseek-v3.2_p03"
1,"deepseek-v3.2","Infectious Disease","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-008","ABMS20260101_deepseek-v3.2_p03"
1,"deepseek-v3.2","Medical Oncology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-009","ABMS20260101_deepseek-v3.2_p03"
1,"deepseek-v3.2","Allergy/Immunology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-010","ABMS20260101_deepseek-v3.2_p03"
1,"gemini-2.5-flash-lite","Endocrine","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-001","ABMS20260101_deepseek-v3.2_p03"
0,"gemini-2.5-flash-lite","Gastrointestinal","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-002","ABMS20260101_deepseek-v3.2_p03"
0,"gemini-2.5-flash-lite","Pulmonary","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-003","ABMS20260101_deepseek-v3.2_p03"
1,"gemini-2.5-flash-lite","Nephrology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-004","ABMS20260101_deepseek-v3.2_p03"
0,"gemini-2.5-flash-lite","Hematology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-005","ABMS20260101_deepseek-v3.2_p03"
1,"gemini-2.5-flash-lite","Immunology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-006","ABMS20260101_deepseek-v3.2_p03"
1,"gemini-2.5-flash-lite","Rheumatology/Musculoskeletal","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-007","ABMS20260101_deepseek-v3.2_p03"
1,"gemini-2.5-flash-lite","Infectious Disease","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-008","ABMS20260101_deepseek-v3.2_p03"
1,"gemini-2.5-flash-lite","Medical Oncology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-009","ABMS20260101_deepseek-v3.2_p03"
1,"gemini-2.5-flash-lite","Allergy/Immunology","deepseek-v3.2","ABMS20260101_deepseek-v3.2_p03-010","ABMS20260101_deepseek-v3.2_p03"
